TABLE_NAME,COLUMN_NAME,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
SYS.HS$_PARALLEL_HISTOGRAM_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_HISTOGRAM_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_PARTITION_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_PARTITION_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_SAMPLE_DATA,DBLINK,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_SCHEMA_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_SCHEMA_NAME
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,DBLINK
SYS.HS$_PARALLEL_SAMPLE_DATA,REMOTE_TABLE_NAME,SYS.HS$_PARALLEL_METADATA,REMOTE_TABLE_NAME
UFD_BASE.HUB_LINEHAUL,HUB_CODE,UFD_BASE.CARRIER_HUB,HUB_CODE
UFD_BASE.HUB_SHIPVIA,HUB_CODE,UFD_BASE.CARRIER_HUB,HUB_CODE
UFD_BASE.HUB_SHIPVIA,SHIPVIA_CODE,UFD_BASE.SHIPVIA,SHIPVIA_CODE
UFD_BASE.HUB_SHIPVIA,ZONEGROUP_ID,UFD_BASE.ZONEGROUP,ZONEGROUP_ID
UFD_FSL.IC_COST_DETAIL,TRANS_ID,UFD_FSL.IC_HEADER,TRANS_ID
SYS.ILM_DEPENDANT_OBJ$,EXECUTION_ID,SYS.ILM_EXECUTION$,EXECUTION_ID
SYS.ILM_DEPENDANT_OBJ$,PAR_JOBNAME,SYS.ILM_RESULTS$,JOBNAME
SYS.ILM_DEP_EXECUTIONDETAILS$,EXECUTION_ID,SYS.ILM_EXECUTION$,EXECUTION_ID
SYS.ILM_DEP_EXECUTIONDETAILS$,PAR_JOBNAME,SYS.ILM_RESULTS$,JOBNAME
SYS.ILM_EXECUTIONDETAILS$,EXECUTION_ID,SYS.ILM_EXECUTION$,EXECUTION_ID
SYS.ILM_RESULTS$,EXECUTION_ID,SYS.ILM_EXECUTION$,EXECUTION_ID
SYS.ILM_RESULT_STAT$,JOBNAME,SYS.ILM_RESULTS$,JOBNAME
SYS.IM_DOMAIN$,DOMAIN#,SYS.IM_JOINGROUP$,DOMAIN#
UFD_BASE.INV_TXN_SITE_TO_SR_MAP,FROM_SR_ID,UFD_BASE.STOCKROOM,SR_ID
UFD_BASE.INV_TXN_SITE_TO_SR_MAP,FROM_VENDOR_SITE_ID,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_BASE.INV_TXN_SITE_TO_SR_MAP,TO_SR_ID,UFD_BASE.STOCKROOM,SR_ID
UFD_BASE.INV_TXN_SITE_TO_SR_MAP,TO_VENDOR_SITE_ID,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_ORS.IN_MESSAGE,CHANNEL_CODE,UFD_ORS.FULFILLMENT_CHANNEL,CHANNEL_CODE
UFD_ORS.IN_MESSAGE,MESSAGE_TEXT_ID,UFD_ORS.MESSAGE_TEXT,MESSAGE_TEXT_ID
UFD_ORS.IN_MESSAGE,MSG_TYPE,UFD_ORS.MESSAGE_TYPE,TYPE_CODE
DAO_FDL_OEM.ITEMS,OH_PID,DAO_FDL_OEM.ORDER_HEADER,OH_PID
FDL_CORP.JAGGED_MFG_HIERARCHY,HIER_ATTRIB_TYPE_CODE,FDL_CORP.FACILITY_ATTRIBUTE_TYPE,HIER_ATTRIB_TYPE_CODE
FDL_CORP.JAGGED_MFG_HIERARCHY,HIER_PARENT_ATTRIB_TYPE_CODE,FDL_CORP.FACILITY_ATTRIBUTE_TYPE,HIER_ATTRIB_TYPE_CODE
FDL_CORP.JAGGED_MFG_HIERARCHY,JAGGED_HIER_ID,FDL_CORP.JAGGED_MFG_HIERARCHY,JAGGED_HIER_ID
XDB.JSON$USER_CREDENTIALS,ID,XDB.JSON$USERS,ID
XDB.JSON$USER_ROLES,ID,XDB.JSON$USERS,ID
UFD_GOLF.LCC_TRIGGER_DATA,STATUS_CODE,UFD_GOLF.CROSSDOCK_STATUS_CODE,STATUS_CODE
UFD_ORS.LIKE_COUNT,FUNCTIONALITY_CODE,UFD_ORS.LIKE_FUNCTIONALITY,FUNCTIONALITY_CODE
FDL_CORP.LINE,LINE_TYPE_ID,FDL_CORP.LINE_TYPE,LINE_TYPE_ID
UFD_BASE.LINE_SKU,ISG_PART_REF,UFD_BASE.PART_ISG,ISG_PART_REF
UFD_BASE.LINE_SKU,SKU_HDR_REF,UFD_BASE.SKU_HDR,SKU_HDR_REF
UFD_BASE.LINE_SKU_ISG,ISG_SO_LINE_REF,UFD_BASE.SALES_ORDER_LINE_ISG,ISG_SO_LINE_REF
UFD_BASE.LINE_SKU_OPR,ISG_PART_REF,UFD_BASE.PART_ISG,ISG_PART_REF
UFD_BASE.LINE_SKU_OPR,SKU_HDR_REF,UFD_BASE.SKU_HDR,SKU_HDR_REF
UFD_BASE.LINE_SKU_OPR,SO_LINE_REF,UFD_BASE.SALES_ORDER_LINE_OPR,SO_LINE_REF
SYS.LINK_LOGONS$,SOURCE_ID,SYS.LINK_SOURCES$,SOURCE_ID
UFD_BASE.MANIFEST,MANIFEST_STATUS_CODE,UFD_BASE.MANIFEST_STATUS_CODE,MANIFEST_STATUS_CODE
UFD_BASE.MANIFEST,SHIP_FROM_VENDOR_ID,UFD_BASE.VENDOR,VENDOR_ID
UFD_BASE.MANIFEST,SHIP_FROM_VENDOR_SITE_ID,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_BASE.MANIFEST,SHIP_TO_VENDOR_ID,UFD_BASE.VENDOR,VENDOR_ID
UFD_BASE.MANIFEST,SHIP_TO_VENDOR_SITE_ID,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_BASE.MANIFEST,SN_REF,UFD_BASE.SN_HEADER,SN_REF
UFD_BASE.MANIFEST_ATTRIBUTE,ATTRIBUTE_NAME,UFD_BASE.ATTRIBUTE_MASTER,ATTRIBUTE_NAME
UFD_BASE.MANIFEST_ATTRIBUTE,MANIFEST_REF,UFD_BASE.MANIFEST,MANIFEST_REF
UFD_BASE.MANIFEST_DTL,BOX_REF,UFD_BASE.WO_SHIPMENT_BOX,BOX_REF
UFD_BASE.MANIFEST_DTL,MANIFEST_PALLET_REF,UFD_BASE.MANIFEST_PALLET,MANIFEST_PALLET_REF
UFD_BASE.MANIFEST_DTL,MANIFEST_REF,UFD_BASE.MANIFEST,MANIFEST_REF
UFD_BASE.MANIFEST_PALLET,MANIFEST_REF,UFD_BASE.MANIFEST,MANIFEST_REF
UFD_BASE.MANIFEST_STATUS_HIST,MANIFEST_REF,UFD_BASE.MANIFEST,MANIFEST_REF
UFD_GOLF.MASTER_DATA_DETAILS,ID,UFD_GOLF.MASTER_DATA,ID
UFD_BASE.MASTER_STOCKROOM,CCN,UFD_BASE.CCN,CCN
FDL_CORP.MASTER_TABLE_METADATA,HIER_ATTRIB_TYPE_CODE,FDL_CORP.FACILITY_ATTRIBUTE_TYPE,HIER_ATTRIB_TYPE_CODE
UFD_BASE.MASTER_WAYBILL,FROM_ADDRESS_ID,UFD_BASE.ADDRESS,ADDRESS_ID
UFD_BASE.MASTER_WAYBILL,TO_ADDRESS_ID,UFD_BASE.ADDRESS,ADDRESS_ID
DAO_FDL_MINTEL.MENU,PARENT_MENU_ID,DAO_FDL_MINTEL.MENU,MENU_ID
UFD_STEALTH.MESSAGE_MAPPING,IN_MESSAGE_ID,UFD_STEALTH.MASTER_MESSAGES,ID
UFD_STEALTH.MESSAGE_MAPPING,OUT_MESSAGE_ID,UFD_STEALTH.MASTER_MESSAGES,ID
UFD_BOSS.MESSAGE_TRACKER,MESSAGE_REF,UFD_BOSS.MESSAGE_REPOSITORY,MESSAGE_REF
UFD_GOLF.MESSAGE_TRANSFORMER_STAGING,REF_ID,UFD_GOLF.GRP_REF_TABLE,REF_ID
FDL_CORP.MFG_AREA,AREA_TYPE_ID,FDL_CORP.MFG_AREA_TYPE,AREA_TYPE_ID
FDL_CORP.MFG_AREA,FACILITY_ID,FDL_CORP.FACILITY,FACILITY_ID
FDL_CORP.MFG_HIERARCHY_MAINT,HIER_ATTRIB_TYPE_CODE,FDL_CORP.FACILITY_ATTRIBUTE_TYPE,HIER_ATTRIB_TYPE_CODE
FDL_CORP.MFG_HIERARCHY_MAINT,HIER_PARENT_ATTRIB_TYPE_CODE,FDL_CORP.FACILITY_ATTRIBUTE_TYPE,HIER_ATTRIB_TYPE_CODE
UFD_ORS.MFG_LOB_RELEASE_DAYS,FACILITY_NAME,UFD_ORS.FACILITY,REGION
UFD_ORS.MFG_LOB_RELEASE_DAYS,FACILITY_NAME,UFD_ORS.FACILITY,NAME
UFD_ORS.MFG_LOB_RELEASE_DAYS,REGION,UFD_ORS.FACILITY,NAME
UFD_ORS.MFG_LOB_RELEASE_DAYS,REGION,UFD_ORS.FACILITY,REGION
FDL_CORP.MFG_LOCATION,CCN_ID,FDL_CORP.CORP_CONTROL_NUMB,CCN_ID
FDL_CORP.MFG_LOCATION,MFG_LOCATION_TYPE_ID,FDL_CORP.MFG_LOC_TYPE,MFG_LOCATION_TYPE_ID
FDL_CORP.MFG_SUB_AREA,SUB_AREA_TYPE_ID,FDL_CORP.MFG_SUB_AREA_TYPE,SUB_AREA_TYPE_ID
SYS.MGW$_AGENT_OPTIONS,AGENT_NAME,SYS.MGW$_GATEWAY,AGENT_NAME
SYS.MGW$_MQSERIES_LINKS,LINK_NAME,SYS.MGW$_LINKS,LINK_NAME
SYS.MGW$_MSMQ_LINKS,LINK_NAME,SYS.MGW$_LINKS,LINK_NAME
SYS.MGW$_TIBRV_LINKS,LINK_NAME,SYS.MGW$_LINKS,LINK_NAME
UFD_GOLF.MN_JOB_TABLE,GOLF_MANIFEST_ID,UFD_GOLF.GOLF_MANIFEST_INFO,GOLF_MANIFEST_ID
UFD_BASE.MOD_TRANSFER_PRICE,ORDER_MOD_REF,UFD_BASE.ORDER_ASSEMBLY,ORDER_MOD_REF
UFD_BASE.MR_PART_DETAIL,MR_QUOTE_REF,UFD_BASE.MR_QUOTE_HEADER,MR_QUOTE_REF
UFD_GOLF.MSGID_CORRELATION_MAP_DETAILS,MSG_CORRELATION_ID,UFD_GOLF.MSGID_CORRELATION_MAP,MSG_CORRELATION_ID
UFD_BASE.MSG_PPID_ITEM,MSG_ASBUILT_REF,UFD_BASE.MSG_PPID,MSG_ASBUILT_REF
UFD_BASE.MSG_PPID_SUBITEM,MSG_ASBUILT_ITEM_REF,UFD_BASE.MSG_PPID_ITEM,MSG_ASBUILT_ITEM_REF
FDL_CORP.MSTR_TBL_METADATA_FLD_DESC,TABLE_NAME,FDL_CORP.MASTER_TABLE_METADATA,TABLE_NAME
FDL_CORP.MSTR_TBL_METADATA_LIST,METADATA_ID,FDL_CORP.MSTR_TBL_METADATA_FLD_DESC,METADATA_ID
UFD_GOLF.MST_CHANNEL,BUID,UFD_GOLF.MST_BUSINESS_UNIT,BUID
SYSTEM.MVIEW$_ADV_AJG,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_BASETABLE,QUERYID#,SYSTEM.MVIEW$_ADV_WORKLOAD,QUERYID#
SYSTEM.MVIEW$_ADV_CLIQUE,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_ELIGIBLE,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_EXCEPTIONS,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_FILTERINSTANCE,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_FJG,AJGID#,SYSTEM.MVIEW$_ADV_AJG,AJGID#
SYSTEM.MVIEW$_ADV_GC,FJGID#,SYSTEM.MVIEW$_ADV_FJG,FJGID#
SYSTEM.MVIEW$_ADV_INFO,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_JOURNAL,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_LEVEL,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_OUTPUT,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_ROLLUP,CLEVELID#,SYSTEM.MVIEW$_ADV_LEVEL,RUNID#
SYSTEM.MVIEW$_ADV_ROLLUP,CLEVELID#,SYSTEM.MVIEW$_ADV_LEVEL,LEVELID#
SYSTEM.MVIEW$_ADV_ROLLUP,PLEVELID#,SYSTEM.MVIEW$_ADV_LEVEL,LEVELID#
SYSTEM.MVIEW$_ADV_ROLLUP,PLEVELID#,SYSTEM.MVIEW$_ADV_LEVEL,RUNID#
SYSTEM.MVIEW$_ADV_ROLLUP,RUNID#,SYSTEM.MVIEW$_ADV_LEVEL,LEVELID#
SYSTEM.MVIEW$_ADV_ROLLUP,RUNID#,SYSTEM.MVIEW$_ADV_LOG,RUNID#
SYSTEM.MVIEW$_ADV_ROLLUP,RUNID#,SYSTEM.MVIEW$_ADV_LEVEL,RUNID#
SYSTEM.MVIEW$_ADV_ROLLUP,RUNID#,SYSTEM.MVIEW$_ADV_LEVEL,LEVELID#
SYSTEM.MVIEW$_ADV_ROLLUP,RUNID#,SYSTEM.MVIEW$_ADV_LEVEL,RUNID#
UFD_BOSS.NAME_SPACE,DOMAIN_ID,UFD_BOSS.DOMAIN,DOMAIN_ID
UFD_BASE.NOTA_FISCAL,NF_STATUS_CODE,UFD_BASE.NOTA_FISCAL_STATUS_CODE,NF_STATUS_CODE
UFD_BASE.NOTA_FISCAL,WO_ID,UFD_BASE.WORK_ORDER,WO_ID
UFD_BASE.NOTA_FISCAL_DANFE,NF_REQUEST_REF,UFD_BASE.NOTA_FISCAL,NF_REQUEST_REF
UFD_BASE.NOTA_FISCAL_LOG,NF_REQUEST_REF,UFD_BASE.NOTA_FISCAL,NF_REQUEST_REF
DAO_FDL_MINTEL.OBJECT,OBJECT_TYPE_ID,DAO_FDL_MINTEL.OBJECT_TYPE,OBJECT_TYPE_ID
DAO_FDL_MINTEL.OBJECT_SOURCE_COL,OBJECT_ID,DAO_FDL_MINTEL.OBJECT,OBJECT_ID
DAO_FDL_OEM.OEM_ORDER_STATES,OH_PID,DAO_FDL_OEM.ORDER_HEADER,OH_PID
UFD_ORS.OFR_CONDITION,FIELD_ID,UFD_ORS.OFR_CONDITION_FIELD,FIELD_ID
UFD_ORS.OFR_CONDITION,RULE_ID,UFD_ORS.OFR_RULE,RULE_ID
UFD_ORS.OFR_CONDITION,RULE_ID,UFD_ORS.OFR_RULE,VERSION
UFD_ORS.OFR_CONDITION,VERSION,UFD_ORS.OFR_RULE,VERSION
UFD_ORS.OFR_CONDITION,VERSION,UFD_ORS.OFR_RULE,RULE_ID
UFD_ORS.OFR_CONDITION_FIELD,CHILD,UFD_ORS.OFR_CONDITION_FIELD,FIELD_ID
UFD_ORS.OFR_GROUP_MAPPING,ID,UFD_ORS.FIELD_VALUE,ID
UFD_ORS.OFR_ROUTING_FILTER,CHANNEL_CODE,UFD_ORS.FULFILLMENT_CHANNEL,CHANNEL_CODE
UFD_ORS.OFR_RULE,RULE_GROUP_ID,UFD_ORS.OFR_RULE_GROUP,RULE_GROUP_ID
UFD_ORS.OFR_RULE_ACTION,ACTION_ID,UFD_ORS.OFR_ACTION,ACTION_ID
UFD_ORS.OFR_RULE_GROUP_MEMBER,RULE_GROUP_ID,UFD_ORS.OFR_RULE_GROUP,RULE_GROUP_ID
UFD_ORS.OFR_VALUE_GROUP,TYPE_ID,UFD_ORS.OFR_VALUE_GROUP_TYPE,TYPE_ID
UFD_ORS.OFR_VALUE_GROUP_XREF,GROUP_ID,UFD_ORS.OFR_VALUE_GROUP,GROUP_ID
UFD_ORS.OFR_VALUE_GROUP_XREF,MEMBER_ID,UFD_ORS.OFR_VALUE_MEMBER,MEMBER_ID
UFD_ORS.OFR_VALUE_MEMBER,TYPE_ID,UFD_ORS.OFR_VALUE_GROUP_TYPE,TYPE_ID
UFD_BASE.ORDER_ASSEMBLY,FPO_LINE_REF,UFD_BASE.FULFILLMENT_PO_LINE,FPO_LINE_REF
UFD_BASE.ORDER_ASSEMBLY,LINE_SKU_REF,UFD_BASE.LINE_SKU,LINE_SKU_REF
UFD_BASE.ORDER_COMPONENT,ORDER_MOD_REF,UFD_BASE.ORDER_ASSEMBLY,ORDER_MOD_REF
DAO_FDL_OEM.ORDER_FULFILLMENT,OH_PID,DAO_FDL_OEM.ORDER_HEADER,OH_PID
DAO_FDL_OEM.ORDER_NOTES,OH_PID,DAO_FDL_OEM.ORDER_HEADER,OH_PID
UFD_BASE.ORDER_PART,LINE_SKU_REF,UFD_BASE.LINE_SKU,LINE_SKU_REF
UFD_BASE.ORDER_PART,PART_REF,UFD_BASE.ORDER_PART,PART_REF
UFD_BOSS.ORDER_STATUS,CHANNEL_STATUS_CODE,UFD_BOSS.ORDER_STATUS_MAPPING,BOSS_STATUS_CODE
UFD_BOSS.ORDER_STATUS_HISTORY,CHANNEL_STATUS_CODE,UFD_BOSS.ORDER_STATUS_MAPPING,BOSS_STATUS_CODE
UFD_ORS.OUT_MESSAGE,CHANNEL_CODE,UFD_ORS.FULFILLMENT_CHANNEL,CHANNEL_CODE
UFD_ORS.OUT_MESSAGE,MESSAGE_TEXT_ID,UFD_ORS.MESSAGE_TEXT,MESSAGE_TEXT_ID
UFD_ORS.OUT_MESSAGE,MSG_TYPE,UFD_ORS.MESSAGE_TYPE,TYPE_CODE
UFD_STEALTH.OUT_MESSAGE_LOG,IN_MESSAGE_ID,UFD_STEALTH.IN_MESSAGE_LOG,ID
UFD_GOLF.O_GRP_BLS_RESPONSE,GRP_SOH_REF,UFD_GOLF.O_GRP_SALES_ORDER_HEADER,GRP_SOH_REF
UFD_GOLF.O_GRP_GAZETTEER_SERVICE_LOG,GRP_SOH_REF,UFD_GOLF.O_GRP_SALES_ORDER_HEADER,GRP_SOH_REF
UFD_GOLF.O_GRP_LDA_BOX_DETAILS,GRP_LDAH_REF,UFD_GOLF.O_GRP_LDA_HEADER,GRP_LDAH_REF
UFD_GOLF.O_GRP_LDA_ELEMENT_DEPENDENCIES,GRP_LEM_REF,UFD_GOLF.O_GRP_LDA_ELEMENT_MAPPINGS,GRP_LEM_REF
UFD_GOLF.O_GRP_LDA_HEADER_ATTRIBUTES,GRP_LDAH_REF,UFD_GOLF.O_GRP_LDA_HEADER,GRP_LDAH_REF
UFD_GOLF.O_GRP_SALES_ORDER_ADDRESS,GRP_SOH_REF,UFD_GOLF.O_GRP_SALES_ORDER_HEADER,GRP_SOH_REF
UFD_GOLF.O_GRP_SALES_ORDER_CHANGE,REQ_ID,UFD_GOLF.O_GRP_SALES_ORDER_CHANGE_REQ,REQ_ID
UFD_GOLF.O_GRP_SALES_ORDER_CHANGE_TRAIL,REQ_ID,UFD_GOLF.O_GRP_SALES_ORDER_CHANGE_REQ,REQ_ID
UFD_GOLF.O_GRP_SO_SHIPMENT_BOX,GRP_SOH_REF,UFD_GOLF.O_GRP_SALES_ORDER_HEADER,GRP_SOH_REF
UFD_GOLF.O_GRP_SO_SHIPMENT_BOX_DTL,GRP_SOH_REF,UFD_GOLF.O_GRP_SALES_ORDER_HEADER,GRP_SOH_REF
UFD_BASE.PALLET_REMAP,WO_ID,UFD_BASE.WORK_ORDER,WO_ID
UFD_BASE.PART,LINE_SKU_REF,UFD_BASE.LINE_SKU,LINE_SKU_REF
GSMADMIN_INTERNAL.PARTITION_SET,FAMILY_ID,GSMADMIN_INTERNAL.TABLE_FAMILY,FAMILY_ID
DAO_FDL_OEM.PARTS_BUILT,SYSTEM_PID,DAO_FDL_OEM.SYSTEMS,SYSTEM_PID
DAO_FDL_OEM.PARTS_REQUESTED,ITEM_PID,DAO_FDL_OEM.ITEMS,ITEM_PID
UFD_BASE.PART_CCN,CCN,UFD_BASE.CCN,CCN
UFD_BOSS.PART_CLUSTER_DEVIATION,FROM_CLUSTER_ID,UFD_BOSS.PART_CLUSTER,PART_CLUSTER_ID
UFD_BOSS.PART_CLUSTER_DEVIATION,TO_CLUSTER_ID,UFD_BOSS.PART_CLUSTER,PART_CLUSTER_ID
UFD_BOSS.PART_CLUSTER_RULE_XREF,PART_CLUSTER_ID,UFD_BOSS.PART_CLUSTER,PART_CLUSTER_ID
UFD_BOSS.PART_CLUSTER_RULE_XREF,TEMPLATE_ID,UFD_BOSS.RULE_TEMPLATE,TEMPLATE_ID
UFD_BASE.PART_ISG,ISG_LINE_SKU_REF,UFD_BASE.LINE_SKU_ISG,ISG_LINE_SKU_REF
UFD_BASE.PART_ISG,ISG_SO_LINE_REF,UFD_BASE.SALES_ORDER_LINE_ISG,ISG_SO_LINE_REF
UFD_BASE.PART_OPR,LINE_SKU_REF,UFD_BASE.LINE_SKU_OPR,LINE_SKU_REF
UFD_BASE.PART_PFT_PRIORITY,PRIORITY,UFD_BASE.PFT_PRIORITY,PRIORITY
UFD_BOSS.PART_SUBST_RULE_TEMPLATE_XREF,PART_SUBST_MAP_ID,UFD_BOSS.PART_SUBST_MAP,PART_SUBST_MAP_ID
UFD_BOSS.PART_SUBST_RULE_TEMPLATE_XREF,TEMPLATE_ID,UFD_BOSS.RULE_TEMPLATE,TEMPLATE_ID
UFD_BASE.PERSONALIZATION_OPR,SO_LINE_REF,UFD_BASE.SALES_ORDER_LINE_OPR,SO_LINE_REF
UFD_BASE.PHONE_NUMBER,ADDRESS_ID,UFD_BASE.ADDRESS,ADDRESS_ID
UFD_BASE.PHONE_NUMBER,MEDIA_TYPE,UFD_BASE.MEDIA_TYPE,TYPE_CODE
UFD_BASE.PHONE_NUMBER_OPR,ADDRESS_ID,UFD_BASE.ADDRESS_OPR,ADDRESS_ID
UFD_BASE.PHONE_NUMBER_OPR,MEDIA_TYPE,UFD_BASE.MEDIA_TYPE,TYPE_CODE
HOTSOS.PLSQL_PROFILER_DATA,RUNID,HOTSOS.PLSQL_PROFILER_UNITS,UNIT_NUMBER
HOTSOS.PLSQL_PROFILER_DATA,RUNID,HOTSOS.PLSQL_PROFILER_UNITS,RUNID
HOTSOS.PLSQL_PROFILER_DATA,UNIT_NUMBER,HOTSOS.PLSQL_PROFILER_UNITS,UNIT_NUMBER
HOTSOS.PLSQL_PROFILER_DATA,UNIT_NUMBER,HOTSOS.PLSQL_PROFILER_UNITS,RUNID
HOTSOS.PLSQL_PROFILER_UNITS,RUNID,HOTSOS.PLSQL_PROFILER_RUNS,RUNID
FDL_CORP.POD,POD_TYPE_CODE_ID,FDL_CORP.POD_TYPE,POD_TYPE_CODE_ID
FDL.POS_VEND_COL_MAP,COLUMN_NAME,FDL.POS_COLUMNS,COLUMN_NAME
FDL.POS_VEND_COL_MAP,VENDOR_NAME,FDL.POS_VENDORS,VENDOR_NAME
FDL_CORP.PROCESS_TABLE,PROCESS_TABLE_TYPE_ID,FDL_CORP.PROCESS_TABLE_TYPE,PROCESS_TABLE_TYPE_ID
UFD_ORS.PRODUCT_FACILITY,ISG_PRODUCT_ID,UFD_ORS.ISG_PRODUCT,ISG_PRODUCT_ID
UFD_BASE.PROD_ORDER,ACTION_CODE,UFD_BASE.ACTION,ACTION_CODE
UFD_BASE.PROD_ORDER,CHANNEL_CODE,UFD_BASE.FULFILLMENT_CHANNEL,CHANNEL_CODE
UFD_BASE.PROD_ORDER,FACILITY,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_BASE.PROD_ORDER,PRIORITY_CODE,UFD_BASE.PRIORITY,PRIORITY_CODE
UFD_BASE.PROD_ORDER,SALES_ORDER_REF,UFD_BASE.SALES_ORDER,SALES_ORDER_REF
UFD_BASE.PROD_ORDER,STATUS_CODE,UFD_BASE.ORDER_STATUS,STATUS_CODE
UFD_BASE.PROD_ORDER_OPR,ACTION_CODE,UFD_BASE.ACTION,ACTION_CODE
UFD_BASE.PROD_ORDER_OPR,CHANNEL_CODE,UFD_BASE.FULFILLMENT_CHANNEL,CHANNEL_CODE
UFD_BASE.PROD_ORDER_OPR,FACILITY,UFD_BASE.VENDOR_SITE,VENDOR_SITE_ID
UFD_BASE.PROD_ORDER_OPR,PRIORITY_CODE,UFD_BASE.PRIORITY,PRIORITY_CODE
UFD_BASE.PROD_ORDER_OPR,SALES_ORDER_REF,UFD_BASE.SALES_ORDER,SALES_ORDER_REF
UFD_BASE.PROD_ORDER_OPR,STATUS_CODE,UFD_BASE.ORDER_STATUS,STATUS_CODE
UFD_BASE.PROD_ORDER_PROPERTY,PROD_ORDER_NUM,UFD_BASE.PROD_ORDER,PROD_ORDER_NUM
UFD_BASE.PROD_ORDER_PROPERTY_OPR,PROD_ORDER_NUM,UFD_BASE.PROD_ORDER_OPR,PROD_ORDER_NUM
UFD_FDL.PURGE_KEYS_RELATION,GROUP_ID,UFD_FDL.PURGE_GROUP,GROUP_ID
UFD_FDL.PURGE_TABLE_KEYS,GROUP_ID,UFD_FDL.PURGE_GROUP,GROUP_ID
UFD_BOSS.QUERY_TERM,QUERY_TYPE,UFD_BOSS.QUERY_TYPE,QUERY_TYPE
UFD_BOSS.QUERY_TERM,TEMPLATE_ID,UFD_BOSS.RULE_TEMPLATE,TEMPLATE_ID
SYS.RADM_MC$,PE#,SYS.RADM_PE$,PE#
UFD_BASE.REASSIGN,REASSIGN_STATUS,UFD_BASE.REASSIGN_STATUS,STATUS_CODE
