REGION,PROCESSDAY,PROCESSDAY_HOUR,ORDER_COUNT,FISCALYEAR,FISCALQUARTER,FISCALMONTH,FISCALWEEK,DAYNUM
EMEA,20240609,13,63,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,13,92,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,14,237,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,14,58,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,14,45,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,15,27,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,15,337,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,15,76,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,16,297,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,16,58,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,16,36,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,17,78,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,17,410,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,17,11,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,18,11,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,18,96,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,18,308,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,19,440,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,19,16,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,19,75,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,20,14,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,20,74,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,20,409,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,21,357,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,21,49,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,21,13,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,22,32,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,22,39,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,22,414,FY25,Q2,M05,WK19,Sunday   
APJ,20240609,23,110,FY25,Q2,M05,WK19,Sunday   
EMEA,20240609,23,24,FY25,Q2,M05,WK19,Sunday   
DAO,20240609,23,418,FY25,Q2,M05,WK19,Sunday   
APJ,20240610,00,192,FY25,Q2,M05,WK19,Monday   
DAO,20240610,00,328,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,00,16,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,01,3,FY25,Q2,M05,WK19,Monday   
DAO,20240610,01,379,FY25,Q2,M05,WK19,Monday   
APJ,20240610,01,677,FY25,Q2,M05,WK19,Monday   
APJ,20240610,02,465,FY25,Q2,M05,WK19,Monday   
DAO,20240610,02,343,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,02,9,FY25,Q2,M05,WK19,Monday   
DAO,20240610,03,209,FY25,Q2,M05,WK19,Monday   
APJ,20240610,03,350,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,03,134,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,04,22,FY25,Q2,M05,WK19,Monday   
DAO,20240610,04,173,FY25,Q2,M05,WK19,Monday   
APJ,20240610,04,445,FY25,Q2,M05,WK19,Monday   
DAO,20240610,05,109,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,05,46,FY25,Q2,M05,WK19,Monday   
APJ,20240610,05,278,FY25,Q2,M05,WK19,Monday   
DAO,20240610,06,121,FY25,Q2,M05,WK19,Monday   
APJ,20240610,06,267,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,06,227,FY25,Q2,M05,WK19,Monday   
APJ,20240610,07,367,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,07,426,FY25,Q2,M05,WK19,Monday   
DAO,20240610,07,147,FY25,Q2,M05,WK19,Monday   
DAO,20240610,08,108,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,08,781,FY25,Q2,M05,WK19,Monday   
APJ,20240610,08,1093,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,09,950,FY25,Q2,M05,WK19,Monday   
APJ,20240610,09,328,FY25,Q2,M05,WK19,Monday   
DAO,20240610,09,142,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,10,1055,FY25,Q2,M05,WK19,Monday   
DAO,20240610,10,124,FY25,Q2,M05,WK19,Monday   
APJ,20240610,10,313,FY25,Q2,M05,WK19,Monday   
DAO,20240610,11,374,FY25,Q2,M05,WK19,Monday   
APJ,20240610,11,257,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,11,844,FY25,Q2,M05,WK19,Monday   
APJ,20240610,12,128,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,12,546,FY25,Q2,M05,WK19,Monday   
DAO,20240610,12,1397,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,13,1216,FY25,Q2,M05,WK19,Monday   
APJ,20240610,13,232,FY25,Q2,M05,WK19,Monday   
DAO,20240610,13,1946,FY25,Q2,M05,WK19,Monday   
APJ,20240610,14,88,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,14,953,FY25,Q2,M05,WK19,Monday   
DAO,20240610,14,2626,FY25,Q2,M05,WK19,Monday   
DAO,20240610,15,2890,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,15,822,FY25,Q2,M05,WK19,Monday   
APJ,20240610,15,76,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,16,682,FY25,Q2,M05,WK19,Monday   
APJ,20240610,16,26,FY25,Q2,M05,WK19,Monday   
DAO,20240610,16,2620,FY25,Q2,M05,WK19,Monday   
APJ,20240610,17,42,FY25,Q2,M05,WK19,Monday   
DAO,20240610,17,2781,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,17,270,FY25,Q2,M05,WK19,Monday   
DAO,20240610,18,3376,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,18,213,FY25,Q2,M05,WK19,Monday   
APJ,20240610,18,48,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,19,234,FY25,Q2,M05,WK19,Monday   
DAO,20240610,19,2753,FY25,Q2,M05,WK19,Monday   
APJ,20240610,19,9,FY25,Q2,M05,WK19,Monday   
DAO,20240610,20,3437,FY25,Q2,M05,WK19,Monday   
APJ,20240610,20,22,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,20,181,FY25,Q2,M05,WK19,Monday   
DAO,20240610,21,2584,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,21,221,FY25,Q2,M05,WK19,Monday   
APJ,20240610,21,29,FY25,Q2,M05,WK19,Monday   
DAO,20240610,22,1930,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,22,94,FY25,Q2,M05,WK19,Monday   
APJ,20240610,22,77,FY25,Q2,M05,WK19,Monday   
EMEA,20240610,23,35,FY25,Q2,M05,WK19,Monday   
DAO,20240610,23,1174,FY25,Q2,M05,WK19,Monday   
APJ,20240610,23,143,FY25,Q2,M05,WK19,Monday   
APJ,20240611,00,368,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,00,787,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,00,19,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,01,728,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,01,10,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,01,643,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,02,529,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,02,10,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,02,765,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,03,14,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,03,292,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,03,717,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,04,450,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,04,25,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,04,198,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,05,165,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,05,96,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,05,657,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,06,203,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,06,263,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,06,731,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,07,918,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,07,196,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,07,442,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,08,734,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,08,788,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,08,123,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,09,934,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,09,681,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,09,95,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,10,1253,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,10,617,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,10,224,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,11,820,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,11,307,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,11,474,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,12,1082,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,12,437,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,12,1027,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,13,1876,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,13,196,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,13,1154,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,14,2336,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,14,917,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,14,147,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,15,820,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,15,44,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,15,3006,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,16,2772,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,16,625,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,16,32,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,17,3614,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,17,452,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,17,28,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,18,343,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,18,3510,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,18,62,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,19,372,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,19,3082,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,19,11,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,20,2697,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,20,132,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,20,23,FY25,Q2,M05,WK19,Tuesday  
APJ,20240611,21,15,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,21,2064,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,21,79,FY25,Q2,M05,WK19,Tuesday  
EMEA,20240611,22,5,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,22,428,FY25,Q2,M05,WK19,Tuesday  
DAO,20240611,23,205,FY25,Q2,M05,WK19,Tuesday  
DAO,20240612,00,193,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,00,3,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,01,6,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,01,182,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,01,140,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,02,743,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,02,137,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,02,1743,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,03,648,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,03,4223,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,03,9,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,04,226,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,04,513,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,04,14,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,05,649,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,05,179,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,05,78,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,06,651,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,06,120,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,06,182,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,07,1098,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,07,458,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,07,174,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,08,819,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,08,197,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,08,763,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,09,141,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,09,757,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,09,687,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,10,282,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,10,926,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,10,265,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,12,204,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,12,935,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,12,1075,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,13,886,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,13,1946,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,13,103,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,14,102,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,14,1057,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,14,2713,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,15,1941,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,15,63,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,15,496,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,16,3409,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,16,53,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,16,894,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,17,2627,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,17,523,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,17,36,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,18,266,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,18,14,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,18,3007,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,19,7,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,19,2651,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,19,168,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,20,172,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,20,3006,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,20,10,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,21,77,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,21,22,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,21,2727,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,22,2239,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,22,71,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,22,102,FY25,Q2,M05,WK19,Wednesday
APJ,20240612,23,134,FY25,Q2,M05,WK19,Wednesday
EMEA,20240612,23,41,FY25,Q2,M05,WK19,Wednesday
DAO,20240612,23,1270,FY25,Q2,M05,WK19,Wednesday
DAO,20240613,00,816,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,00,523,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,00,1638,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,01,46,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,01,695,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,01,750,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,02,874,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,02,412,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,02,60,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,03,580,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,03,42,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,03,386,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,04,513,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,04,29,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,04,260,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,05,140,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,05,831,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,05,71,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,06,189,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,06,177,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,06,950,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,07,553,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,07,1039,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,07,205,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,08,639,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,08,119,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,08,895,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,09,94,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,09,929,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,09,860,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,10,115,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,10,879,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,10,872,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,12,844,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,12,502,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,12,1130,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,14,1216,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,14,133,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,14,1399,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,15,137,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,15,1038,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,15,2264,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,16,550,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,16,4180,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,16,257,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,17,600,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,17,25,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,17,4600,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,18,19,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,18,247,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,18,2811,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,19,296,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,19,3022,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,19,8,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,20,3247,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,20,17,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,20,243,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,21,129,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,21,32,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,21,2296,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,22,53,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,22,1467,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,22,95,FY25,Q2,M05,WK19,Thursday 
EMEA,20240613,23,52,FY25,Q2,M05,WK19,Thursday 
APJ,20240613,23,208,FY25,Q2,M05,WK19,Thursday 
DAO,20240613,23,1225,FY25,Q2,M05,WK19,Thursday 
DAO,20240614,00,787,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,00,31,FY25,Q2,M05,WK19,Friday   
APJ,20240614,00,346,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,01,24,FY25,Q2,M05,WK19,Friday   
DAO,20240614,01,613,FY25,Q2,M05,WK19,Friday   
APJ,20240614,01,708,FY25,Q2,M05,WK19,Friday   
DAO,20240614,02,1127,FY25,Q2,M05,WK19,Friday   
APJ,20240614,02,926,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,02,15,FY25,Q2,M05,WK19,Friday   
DAO,20240614,03,391,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,03,24,FY25,Q2,M05,WK19,Friday   
APJ,20240614,03,809,FY25,Q2,M05,WK19,Friday   
APJ,20240614,04,517,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,04,84,FY25,Q2,M05,WK19,Friday   
DAO,20240614,04,294,FY25,Q2,M05,WK19,Friday   
APJ,20240614,05,841,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,05,122,FY25,Q2,M05,WK19,Friday   
DAO,20240614,05,246,FY25,Q2,M05,WK19,Friday   
DAO,20240614,06,166,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,06,271,FY25,Q2,M05,WK19,Friday   
APJ,20240614,06,1161,FY25,Q2,M05,WK19,Friday   
APJ,20240614,07,1281,FY25,Q2,M05,WK19,Friday   
DAO,20240614,07,168,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,07,518,FY25,Q2,M05,WK19,Friday   
APJ,20240614,08,1625,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,08,682,FY25,Q2,M05,WK19,Friday   
DAO,20240614,08,119,FY25,Q2,M05,WK19,Friday   
DAO,20240614,09,87,FY25,Q2,M05,WK19,Friday   
APJ,20240614,09,1608,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,09,964,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,10,1045,FY25,Q2,M05,WK19,Friday   
APJ,20240614,10,1165,FY25,Q2,M05,WK19,Friday   
DAO,20240614,10,202,FY25,Q2,M05,WK19,Friday   
DAO,20240614,11,291,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,11,1196,FY25,Q2,M05,WK19,Friday   
APJ,20240614,11,702,FY25,Q2,M05,WK19,Friday   
DAO,20240614,12,957,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,12,1136,FY25,Q2,M05,WK19,Friday   
APJ,20240614,12,389,FY25,Q2,M05,WK19,Friday   
APJ,20240614,13,267,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,13,779,FY25,Q2,M05,WK19,Friday   
DAO,20240614,13,1594,FY25,Q2,M05,WK19,Friday   
APJ,20240614,14,272,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,14,1310,FY25,Q2,M05,WK19,Friday   
DAO,20240614,14,2010,FY25,Q2,M05,WK19,Friday   
DAO,20240614,15,3058,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,15,951,FY25,Q2,M05,WK19,Friday   
APJ,20240614,15,156,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,16,512,FY25,Q2,M05,WK19,Friday   
APJ,20240614,16,128,FY25,Q2,M05,WK19,Friday   
DAO,20240614,16,3005,FY25,Q2,M05,WK19,Friday   
DAO,20240614,17,2521,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,17,564,FY25,Q2,M05,WK19,Friday   
APJ,20240614,17,48,FY25,Q2,M05,WK19,Friday   
APJ,20240614,18,40,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,18,233,FY25,Q2,M05,WK19,Friday   
DAO,20240614,18,3526,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,19,302,FY25,Q2,M05,WK19,Friday   
DAO,20240614,19,2803,FY25,Q2,M05,WK19,Friday   
APJ,20240614,19,28,FY25,Q2,M05,WK19,Friday   
APJ,20240614,20,11,FY25,Q2,M05,WK19,Friday   
DAO,20240614,20,2279,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,20,166,FY25,Q2,M05,WK19,Friday   
APJ,20240614,21,14,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,21,110,FY25,Q2,M05,WK19,Friday   
DAO,20240614,21,1974,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,22,97,FY25,Q2,M05,WK19,Friday   
DAO,20240614,22,1397,FY25,Q2,M05,WK19,Friday   
APJ,20240614,22,20,FY25,Q2,M05,WK19,Friday   
APJ,20240614,23,39,FY25,Q2,M05,WK19,Friday   
EMEA,20240614,23,111,FY25,Q2,M05,WK19,Friday   
DAO,20240614,23,1464,FY25,Q2,M05,WK19,Friday   
EMEA,20240615,00,32,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,00,67,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,00,702,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,01,99,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,01,11,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,01,432,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,02,11,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,02,375,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,02,83,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,03,8,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,03,209,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,03,41,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,04,208,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,04,2,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,05,117,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,06,30,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,06,219,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,06,131,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,07,29,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,07,72,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,07,47,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,08,40,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,08,52,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,08,59,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,09,61,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,09,57,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,09,19,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,10,23,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,10,51,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,10,37,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,11,50,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,11,83,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,11,77,FY25,Q2,M05,WK20,Saturday 
APJ,20240615,12,105,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,12,58,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,12,128,FY25,Q2,M05,WK20,Saturday 
EMEA,20240615,13,61,FY25,Q2,M05,WK20,Saturday 
DAO,20240615,13,190,FY25,Q2,M05,WK20,Saturday 
