REGION,FORECAST_DATE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,ACTUALORDERUNIT,CREATED_DATE,UPDATED_DATE
EMEA,8/16/2024 13:00,1067,1101,958,481,,,16-08-2024,16-08-2024
APJ,8/16/2024 13:00,343,357,415,151,,,16-08-2024,16-08-2024
DAO,8/16/2024 12:00,739,739,713,517,,,16-08-2024,16-08-2024
EMEA,8/16/2024 12:00,887,880,920,468,,,16-08-2024,16-08-2024
APJ,8/16/2024 12:00,498,491,487,200,,,16-08-2024,16-08-2024
DAO,8/16/2024 11:00,286,284,284,385,,,16-08-2024,16-08-2024
EMEA,8/16/2024 11:00,728,723,920,438,,,16-08-2024,16-08-2024
APJ,8/16/2024 11:00,551,553,605,249,,,16-08-2024,16-08-2024
DAO,8/16/2024 10:00,149,148,200,276,,,16-08-2024,16-08-2024
EMEA,8/16/2024 10:00,958,956,941,394,,,16-08-2024,16-08-2024
APJ,8/16/2024 10:00,682,686,788,297,,,16-08-2024,16-08-2024
DAO,8/16/2024 9:00,128,129,200,194,,,16-08-2024,16-08-2024
EMEA,8/16/2024 9:00,776,770,815,339,,,16-08-2024,16-08-2024
APJ,8/16/2024 9:00,1005,1010,1018,340,,,16-08-2024,16-08-2024
DAO,8/16/2024 8:00,128,128,200,143,,,16-08-2024,16-08-2024
EMEA,8/16/2024 8:00,595,593,608,278,,,16-08-2024,16-08-2024
APJ,8/16/2024 8:00,995,1000,1106,376,,,16-08-2024,16-08-2024
DAO,8/16/2024 7:00,381,410,222,125,,,16-08-2024,16-08-2024
EMEA,8/16/2024 7:00,392,398,370,215,,,16-08-2024,16-08-2024
APJ,8/16/2024 7:00,994,983,1098,403,,,16-08-2024,16-08-2024
DAO,8/16/2024 6:00,152,158,244,138,,,16-08-2024,16-08-2024
EMEA,8/16/2024 6:00,204,205,187,156,,,16-08-2024,16-08-2024
APJ,8/16/2024 6:00,949,946,1057,418,,,16-08-2024,16-08-2024
DAO,8/16/2024 5:00,197,203,264,178,,,16-08-2024,16-08-2024
EMEA,8/16/2024 5:00,70,71,71,103,,,16-08-2024,16-08-2024
APJ,8/16/2024 5:00,780,791,871,422,,,16-08-2024,16-08-2024
DAO,8/16/2024 4:00,283,286,347,241,,,16-08-2024,16-08-2024
EMEA,8/16/2024 4:00,42,43,49,60,,,16-08-2024,16-08-2024
APJ,8/16/2024 4:00,908,910,788,415,,,16-08-2024,16-08-2024
DAO,8/16/2024 3:00,418,418,522,319,,,16-08-2024,16-08-2024
EMEA,8/16/2024 3:00,19,20,49,30,,,16-08-2024,16-08-2024
APJ,8/16/2024 3:00,884,880,834,397,,,16-08-2024,16-08-2024
DAO,8/16/2024 2:00,628,624,639,408,,,16-08-2024,16-08-2024
EMEA,8/16/2024 2:00,31,31,49,12,,,16-08-2024,16-08-2024
APJ,8/16/2024 2:00,782,785,844,372,,,16-08-2024,16-08-2024
DAO,8/16/2024 1:00,686,683,747,500,,,16-08-2024,16-08-2024
EMEA,8/16/2024 1:00,19,19,49,6,,,16-08-2024,16-08-2024
APJ,8/16/2024 1:00,496,494,647,340,,,16-08-2024,16-08-2024
DAO,8/16/2024 0:00,1036,1045,1013,589,,,16-08-2024,16-08-2024
EMEA,8/16/2024 0:00,35,45,57,11,,,16-08-2024,16-08-2024
APJ,8/16/2024 0:00,209,206,276,305,,,16-08-2024,16-08-2024
DAO,8/15/2024 23:00,1596,1602,1575,1536,,,16-08-2024,16-08-2024
EMEA,8/15/2024 23:00,78,78,105,74,,,16-08-2024,16-08-2024
APJ,8/15/2024 23:00,86,84,81,51,,,16-08-2024,16-08-2024
DAO,8/15/2024 22:00,2353,2358,2196,1568,,,16-08-2024,16-08-2024
EMEA,8/15/2024 22:00,138,141,102,119,,,16-08-2024,16-08-2024
APJ,8/15/2024 22:00,27,27,48,33,,,16-08-2024,16-08-2024
DAO,8/15/2024 21:00,3278,3302,2813,1577,,,16-08-2024,16-08-2024
EMEA,8/15/2024 21:00,163,167,162,174,,,16-08-2024,16-08-2024
APJ,8/15/2024 21:00,17,17,40,19,,,16-08-2024,16-08-2024
DAO,8/15/2024 20:00,2922,2914,3108,1559,,,16-08-2024,16-08-2024
EMEA,8/15/2024 20:00,215,210,228,236,,,16-08-2024,16-08-2024
APJ,8/15/2024 20:00,11,11,40,9,,,16-08-2024,16-08-2024
DAO,8/15/2024 19:00,3433,3472,3108,1513,,,16-08-2024,16-08-2024
EMEA,8/15/2024 19:00,262,254,296,302,,,16-08-2024,16-08-2024
APJ,8/15/2024 19:00,7,8,40,7,,,16-08-2024,16-08-2024
DAO,8/15/2024 18:00,3013,3034,3037,1437,,,16-08-2024,16-08-2024
EMEA,8/15/2024 18:00,322,329,394,369,,,16-08-2024,16-08-2024
APJ,8/15/2024 18:00,16,17,47,12,,,16-08-2024,16-08-2024
DAO,8/15/2024 17:00,2956,2983,2962,1334,,,16-08-2024,16-08-2024
EMEA,8/15/2024 17:00,578,579,562,431,,,16-08-2024,16-08-2024
APJ,8/15/2024 17:00,84,81,59,27,,,16-08-2024,16-08-2024
DAO,8/15/2024 16:00,3326,3320,2972,1205,,,16-08-2024,16-08-2024
EMEA,8/15/2024 16:00,715,715,765,485,,,16-08-2024,16-08-2024
APJ,8/15/2024 16:00,121,114,93,52,,,16-08-2024,16-08-2024
DAO,8/15/2024 15:00,3261,3262,2892,1058,,,16-08-2024,16-08-2024
EMEA,8/15/2024 15:00,875,875,947,526,,,16-08-2024,16-08-2024
APJ,8/15/2024 15:00,172,169,128,87,,,16-08-2024,16-08-2024
DAO,8/15/2024 14:00,2585,2577,2256,900,,,16-08-2024,16-08-2024
EMEA,8/15/2024 14:00,971,948,978,551,,,16-08-2024,16-08-2024
APJ,8/15/2024 14:00,188,187,208,131,,,16-08-2024,16-08-2024
DAO,8/15/2024 13:00,1650,1640,1537,739,,,16-08-2024,16-08-2024
EMEA,8/15/2024 13:00,899,900,958,557,,,16-08-2024,16-08-2024
APJ,8/15/2024 13:00,286,284,292,181,,,16-08-2024,16-08-2024
DAO,8/15/2024 12:00,867,868,797,583,,,16-08-2024,16-08-2024
EMEA,8/15/2024 12:00,890,893,920,543,,,16-08-2024,16-08-2024
APJ,8/15/2024 12:00,364,361,333,236,,,16-08-2024,16-08-2024
DAO,8/15/2024 11:00,343,342,358,443,,,16-08-2024,16-08-2024
EMEA,8/15/2024 11:00,900,892,920,511,,,16-08-2024,16-08-2024
APJ,8/15/2024 11:00,456,448,406,292,,,16-08-2024,16-08-2024
DAO,8/15/2024 10:00,171,172,243,324,,,16-08-2024,16-08-2024
EMEA,8/15/2024 10:00,920,920,941,463,,,16-08-2024,16-08-2024
APJ,8/15/2024 10:00,497,501,589,346,,,16-08-2024,16-08-2024
DAO,8/15/2024 9:00,135,135,243,234,,,16-08-2024,16-08-2024
EMEA,8/15/2024 9:00,783,777,815,403,,,16-08-2024,16-08-2024
APJ,8/15/2024 9:00,798,797,820,395,,,16-08-2024,16-08-2024
DAO,8/15/2024 8:00,120,121,243,176,,,16-08-2024,16-08-2024
EMEA,8/15/2024 8:00,583,585,608,335,,,16-08-2024,16-08-2024
APJ,8/15/2024 8:00,1063,1073,938,436,,,16-08-2024,16-08-2024
DAO,8/15/2024 7:00,140,142,243,151,,,16-08-2024,16-08-2024
EMEA,8/15/2024 7:00,409,404,370,264,,,16-08-2024,16-08-2024
APJ,8/15/2024 7:00,1012,990,931,466,,,16-08-2024,16-08-2024
DAO,8/15/2024 6:00,184,192,264,158,,,16-08-2024,16-08-2024
EMEA,8/15/2024 6:00,277,271,187,197,,,16-08-2024,16-08-2024
APJ,8/15/2024 6:00,942,940,889,483,,,16-08-2024,16-08-2024
DAO,8/15/2024 5:00,395,391,284,193,,,16-08-2024,16-08-2024
EMEA,8/15/2024 5:00,204,204,71,136,,,16-08-2024,16-08-2024
APJ,8/15/2024 5:00,687,691,701,488,,,16-08-2024,16-08-2024
DAO,8/15/2024 4:00,284,286,375,252,,,16-08-2024,16-08-2024
EMEA,8/15/2024 4:00,80,79,49,85,,,16-08-2024,16-08-2024
APJ,8/15/2024 4:00,725,743,614,480,,,16-08-2024,16-08-2024
DAO,8/15/2024 3:00,408,409,551,328,,,16-08-2024,16-08-2024
EMEA,8/15/2024 3:00,31,32,49,47,,,16-08-2024,16-08-2024
APJ,8/15/2024 3:00,716,715,687,461,,,16-08-2024,16-08-2024
DAO,8/15/2024 2:00,824,832,668,414,,,16-08-2024,16-08-2024
EMEA,8/15/2024 2:00,21,21,49,23,,,16-08-2024,16-08-2024
APJ,8/15/2024 2:00,907,818,742,433,,,16-08-2024,16-08-2024
DAO,8/15/2024 1:00,779,778,810,504,,,16-08-2024,16-08-2024
EMEA,8/15/2024 1:00,59,58,49,11,,,16-08-2024,16-08-2024
APJ,8/15/2024 1:00,528,529,578,397,,,16-08-2024,16-08-2024
DAO,8/15/2024 0:00,861,856,1087,593,,,16-08-2024,16-08-2024
EMEA,8/15/2024 0:00,115,107,57,12,,,16-08-2024,16-08-2024
APJ,8/15/2024 0:00,243,238,285,358,,,16-08-2024,16-08-2024
DAO,8/14/2024 23:00,1088,1080,1573,1600,,,16-08-2024,16-08-2024
EMEA,8/14/2024 23:00,296,285,98,94,,,16-08-2024,16-08-2024
APJ,8/14/2024 23:00,92,85,82,51,,,16-08-2024,16-08-2024
DAO,8/14/2024 22:00,2226,2246,2194,1637,,,16-08-2024,16-08-2024
EMEA,8/14/2024 22:00,189,191,93,144,,,16-08-2024,16-08-2024
APJ,8/14/2024 22:00,55,55,48,34,,,16-08-2024,16-08-2024
DAO,8/14/2024 21:00,2411,2416,2811,1650,,,16-08-2024,16-08-2024
EMEA,8/14/2024 21:00,147,146,154,204,,,16-08-2024,16-08-2024
APJ,8/14/2024 21:00,17,18,28,20,,,16-08-2024,16-08-2024
DAO,8/14/2024 20:00,3093,3115,3106,1637,,,16-08-2024,16-08-2024
EMEA,8/14/2024 20:00,275,261,219,272,,,16-08-2024,16-08-2024
APJ,8/14/2024 20:00,14,14,28,11,,,16-08-2024,16-08-2024
DAO,8/14/2024 19:00,3420,3401,3106,1594,,,16-08-2024,16-08-2024
EMEA,8/14/2024 19:00,300,301,284,345,,,16-08-2024,16-08-2024
APJ,8/14/2024 19:00,7,10,28,10,,,16-08-2024,16-08-2024
DAO,8/14/2024 18:00,2855,2823,3035,1520,,,16-08-2024,16-08-2024
EMEA,8/14/2024 18:00,382,381,382,417,,,16-08-2024,16-08-2024
APJ,8/14/2024 18:00,85,94,31,18,,,16-08-2024,16-08-2024
DAO,8/14/2024 17:00,2719,2702,2960,1417,,,16-08-2024,16-08-2024
EMEA,8/14/2024 17:00,439,429,539,485,,,16-08-2024,16-08-2024
APJ,8/14/2024 17:00,25,25,35,35,,,16-08-2024,16-08-2024
DAO,8/14/2024 16:00,3592,3584,2970,1288,,,16-08-2024,16-08-2024
EMEA,8/14/2024 16:00,582,597,742,543,,,16-08-2024,16-08-2024
APJ,8/14/2024 16:00,44,46,59,64,,,16-08-2024,16-08-2024
DAO,8/14/2024 15:00,3290,3269,2890,1139,,,16-08-2024,16-08-2024
EMEA,8/14/2024 15:00,841,841,923,588,,,16-08-2024,16-08-2024
APJ,8/14/2024 15:00,90,91,90,103,,,16-08-2024,16-08-2024
DAO,8/14/2024 14:00,2292,2262,2254,977,,,16-08-2024,16-08-2024
EMEA,8/14/2024 14:00,780,776,967,615,,,16-08-2024,16-08-2024
APJ,8/14/2024 14:00,218,230,164,152,,,16-08-2024,16-08-2024
DAO,8/14/2024 13:00,1920,1926,1535,811,,,16-08-2024,16-08-2024
EMEA,8/14/2024 13:00,837,838,941,622,,,16-08-2024,16-08-2024
APJ,8/14/2024 13:00,141,140,236,207,,,16-08-2024,16-08-2024
DAO,8/14/2024 12:00,942,976,795,651,,,16-08-2024,16-08-2024
EMEA,8/14/2024 12:00,742,721,903,608,,,16-08-2024,16-08-2024
APJ,8/14/2024 12:00,222,229,284,268,,,16-08-2024,16-08-2024
DAO,8/14/2024 11:00,310,325,356,504,,,16-08-2024,16-08-2024
EMEA,8/14/2024 11:00,641,677,903,574,,,16-08-2024,16-08-2024
APJ,8/14/2024 11:00,191,204,357,329,,,16-08-2024,16-08-2024
DAO,8/14/2024 10:00,206,206,241,380,,,16-08-2024,16-08-2024
EMEA,8/14/2024 10:00,868,862,924,523,,,16-08-2024,16-08-2024
APJ,8/14/2024 10:00,413,411,535,389,,,16-08-2024,16-08-2024
