REGION,FORECAST_DATE,MODEL1,MODEL2,MODEL3,MODEL4,MODEL5,ACTUALORDERUNIT,CREATED_DATE,UPDATED_DATE
DAO,29-07-2024 05:00,169,199,268,340,,,25-07-2024,25-07-2024
DAO,29-07-2024 06:00,327,358,268,339,,,25-07-2024,25-07-2024
DAO,29-07-2024 07:00,136,136,227,353,,,25-07-2024,25-07-2024
DAO,29-07-2024 08:00,156,155,225,380,,,25-07-2024,25-07-2024
DAO,29-07-2024 09:00,111,112,225,422,,,25-07-2024,25-07-2024
DAO,29-07-2024 10:00,107,106,225,476,,,25-07-2024,25-07-2024
DAO,29-07-2024 11:00,399,406,418,541,,,25-07-2024,25-07-2024
DAO,29-07-2024 12:00,859,871,995,613,,,25-07-2024,25-07-2024
DAO,29-07-2024 13:00,1789,1792,1803,689,,,25-07-2024,25-07-2024
DAO,29-07-2024 14:00,2331,2326,2480,765,,,25-07-2024,25-07-2024
DAO,29-07-2024 15:00,3180,3161,3025,836,,,25-07-2024,25-07-2024
DAO,29-07-2024 16:00,3508,3500,3095,901,,,25-07-2024,25-07-2024
DAO,29-07-2024 17:00,2872,2856,2906,955,,,25-07-2024,25-07-2024
DAO,29-07-2024 18:00,3136,3158,3016,997,,,25-07-2024,25-07-2024
DAO,29-07-2024 19:00,2970,2981,3036,1026,,,25-07-2024,25-07-2024
DAO,29-07-2024 20:00,2929,2943,3037,1042,,,25-07-2024,25-07-2024
DAO,29-07-2024 21:00,2632,2631,2605,1044,,,25-07-2024,25-07-2024
DAO,29-07-2024 22:00,1842,1857,1950,1035,,,25-07-2024,25-07-2024
DAO,29-07-2024 23:00,1304,1275,1185,1016,,,25-07-2024,25-07-2024
DAO,30-07-2024 00:00,1042,1051,985,462,,,25-07-2024,25-07-2024
DAO,30-07-2024 01:00,826,829,877,424,,,25-07-2024,25-07-2024
DAO,30-07-2024 02:00,734,731,661,387,,,25-07-2024,25-07-2024
DAO,30-07-2024 03:00,416,425,661,355,,,25-07-2024,25-07-2024
DAO,30-07-2024 04:00,304,299,387,330,,,25-07-2024,25-07-2024
DAO,30-07-2024 05:00,217,205,314,316,,,25-07-2024,25-07-2024
DAO,30-07-2024 06:00,183,198,314,314,,,25-07-2024,25-07-2024
DAO,30-07-2024 07:00,148,149,274,326,,,25-07-2024,25-07-2024
DAO,30-07-2024 08:00,201,198,271,353,,,25-07-2024,25-07-2024
DAO,30-07-2024 09:00,163,166,271,394,,,25-07-2024,25-07-2024
DAO,30-07-2024 10:00,201,196,271,449,,,25-07-2024,25-07-2024
DAO,30-07-2024 11:00,459,463,449,515,,,25-07-2024,25-07-2024
DAO,30-07-2024 12:00,1182,1189,1026,588,,,25-07-2024,25-07-2024
DAO,30-07-2024 13:00,1848,1853,1834,666,,,25-07-2024,25-07-2024
DAO,30-07-2024 14:00,2806,2830,2501,744,,,25-07-2024,25-07-2024
DAO,30-07-2024 15:00,3335,3344,3027,818,,,25-07-2024,25-07-2024
DAO,30-07-2024 16:00,4080,3975,3106,884,,,25-07-2024,25-07-2024
DAO,30-07-2024 17:00,2653,2769,2917,941,,,25-07-2024,25-07-2024
DAO,30-07-2024 18:00,3280,3269,3027,985,,,25-07-2024,25-07-2024
DAO,30-07-2024 19:00,3694,3645,3048,1016,,,25-07-2024,25-07-2024
DAO,30-07-2024 20:00,3062,3096,3048,1033,,,25-07-2024,25-07-2024
DAO,30-07-2024 21:00,2334,2371,2611,1037,,,25-07-2024,25-07-2024
DAO,30-07-2024 22:00,1700,1688,1955,1029,,,25-07-2024,25-07-2024
DAO,30-07-2024 23:00,1107,1115,1187,1011,,,25-07-2024,25-07-2024
DAO,31-07-2024 00:00,1157,1116,991,453,,,25-07-2024,25-07-2024
DAO,31-07-2024 01:00,1431,1372,883,413,,,25-07-2024,25-07-2024
DAO,31-07-2024 02:00,676,698,667,374,,,25-07-2024,25-07-2024
DAO,31-07-2024 03:00,416,453,667,340,,,25-07-2024,25-07-2024
DAO,31-07-2024 04:00,427,406,394,313,,,25-07-2024,25-07-2024
DAO,31-07-2024 05:00,244,243,318,297,,,25-07-2024,25-07-2024
DAO,31-07-2024 06:00,424,387,318,293,,,25-07-2024,25-07-2024
DAO,31-07-2024 07:00,124,129,278,303,,,25-07-2024,25-07-2024
DAO,31-07-2024 08:00,152,154,275,329,,,25-07-2024,25-07-2024
DAO,31-07-2024 09:00,191,187,275,369,,,25-07-2024,25-07-2024
DAO,31-07-2024 10:00,161,174,275,423,,,25-07-2024,25-07-2024
DAO,31-07-2024 11:00,396,395,449,488,,,25-07-2024,25-07-2024
DAO,31-07-2024 12:00,1107,1113,1026,562,,,25-07-2024,25-07-2024
DAO,31-07-2024 13:00,1938,1909,1834,639,,,25-07-2024,25-07-2024
DAO,31-07-2024 14:00,2442,2460,2501,718,,,25-07-2024,25-07-2024
DAO,31-07-2024 15:00,3118,3115,3027,792,,,25-07-2024,25-07-2024
DAO,31-07-2024 16:00,3745,3663,3106,860,,,25-07-2024,25-07-2024
DAO,31-07-2024 17:00,3128,3108,2917,918,,,25-07-2024,25-07-2024
DAO,31-07-2024 18:00,3013,3007,3027,964,,,25-07-2024,25-07-2024
DAO,31-07-2024 19:00,3694,3569,3048,996,,,25-07-2024,25-07-2024
DAO,31-07-2024 20:00,3022,3029,3048,1014,,,25-07-2024,25-07-2024
DAO,31-07-2024 21:00,2760,2736,2610,1020,,,25-07-2024,25-07-2024
DAO,31-07-2024 22:00,1691,1741,1955,1014,,,25-07-2024,25-07-2024
DAO,31-07-2024 23:00,1328,1280,1206,998,,,25-07-2024,25-07-2024
DAO,01-08-2024 00:00,830,804,946,458,,,25-07-2024,25-07-2024
DAO,01-08-2024 01:00,1919,1820,838,418,,,25-07-2024,25-07-2024
DAO,01-08-2024 02:00,821,823,610,381,,,25-07-2024,25-07-2024
